Sentences,Label
"Hướng dẫn sử dụng cefixime:

Người lớn: Liều 400mg/ngày chia làm 1 hoặc 2 lần cách nhau 12h. Bệnh lậu cổ tử cung/đường tiểu: 1 lần 400mg.

Điều trị nhiễm Streptococcus pyogenes tối thiểu 10 ngày.

Trẻ em từ 6 tháng: Liều 8mg/kg/ngày chia làm 1 hoặc 2 lần cách nhau 12h.

Xác định liều theo bảng khoảng cân nặng. Trên 45kg hoặc 12 tuổi xử trí như người lớn.

Điều trị viêm tai giữa nên dùng dạng thuốc hỗn dịch vì nồng độ trong máu cao hơn so với dạng viên nén cùng một liều.",thuoc khang sinh
"Hướng dẫn liều dùng cefixime:

Người lớn: 400mg/ngày, có thể chia thành 1 hoặc 2 lần cách nhau 12h.

Điều trị bệnh lậu cổ tử cung/đường tiểu: 1 lần 400mg.

Điều trị nhiễm Streptococcus pyogenes tối thiểu 10 ngày.

Trẻ em từ 6 tháng: Liều 8mg/kg/ngày, có thể chia làm 1 hoặc 2 lần cách nhau 12h.

Xác định liều theo bảng khoảng cân nặng. Trên 45kg hoặc 12 tuổi xử trí như người lớn.

Điều trị viêm tai giữa nên dùng dạng hỗn dịch vì nồng độ trong máu cao hơn so với viên nén cùng liều.",thuoc khang sinh
"Mỗi viên nén bao phim chứa:

Hoạt chất chính: Tinidazol 500mg

Các tá dược:

Tinh bột ngô,

Microcrystallin cellulose PH101,

Povidon K90,

Natri starch glycolat,

Magnesi stearat,

Hydroxypropyl methylcellulose 15cP,

Hydroxypropyl methylcellulose 6cP,

Polyethylen glycol 6000,

Talc,

Titan dioxid.",thuoc khang sinh
"Tinidazol thường được sử dụng kèm với các kháng sinh khác trong:

Dự phòng nhiễm khuẩn sau phẫu thuật, đặc biệt liên quan phẫu thuật đại tràng, dạ dày, phụ khoa do vi khuẩn kị khí.

Điều trị:

Nhiễm khuẩn trong khoang bụng: viêm màng bụng, áp xe.

Nhiễm khuẩn phụ khoa: viêm nội mạc tử cung, viêm cơ nội mạc tử cung, áp xe vòi trứng.

Nhiễm khuẩn huyết, nhiễm khuẩn vết thương, da và mô mềm.

Nhiễm khuẩn hô hấp trên và dưới: viêm phổi, viêm màng phổi mủ, áp xe phổi.

Viêm âm đạo, viêm loét lợi cấp.

Nhiễm Trichomonas ở đường tiết niệu, nhiễm Giardia, amip ruột, amip gan.",thuoc khang sinh
"Tinidazol được sử dụng kèm với các kháng sinh khác trong:

Dự phòng nhiễm khuẩn sau phẫu thuật, đặc biệt liên quan đến phẫu thuật đại tràng, dạ dày, phụ khoa do vi khuẩn kỵ khí.

Điều trị:

Nhiễm khuẩn trong khoang bụng: viêm màng bụng, áp xe.

Nhiễm khuẩn phụ khoa: viêm nội mạc tử cung, viêm cơ nội mạc tử cung, áp xe vòi trứng.

Nhiễm khuẩn huyết, nhiễm khuẩn vết thương, da và mô mềm.

Nhiễm khuẩn hô hấp trên và dưới: viêm phổi, viêm màng phổi mủ, áp xe phổi.

Viêm âm đạo, viêm loét lợi cấp.

Nhiễm Trichomonas ở đường tiết niệu, nhiễm Giardia, amip ruột, amip gan.",thuoc khang sinh
"Hướng dẫn liều lượng và cách dùng thuốc Tinidazol:

Luôn sử dụng đúng liều lượng theo đơn.

Dự phòng nhiễm khuẩn sau phẫu thuật: Người lớn uống 4 viên trước phẫu thuật 12h.

Nhiễm khuẩn kỵ khí: Người lớn ngày đầu uống 4 viên, sau đó 2 viên/ngày hoặc 1 viên 2 lần/ngày trong 5-6 ngày.

Viêm âm đạo không đặc hiệu: Người lớn 4 viên/lần hoặc 8 viên chia 2 lần/ngày trong 2 ngày.

Viêm loét lợi cấp: Người lớn 4 viên/lần.

Nhiễm Trichomonas: Người lớn 4 viên/lần, điều trị cho cả bạn tình. Trẻ em 50-70mg/kg/lần.

Nhiễm Giardia: Người lớn 4 viên/lần. Trẻ em 50-75mg/kg/lần.

Nhiễm amip ở ruột: Người lớn 4 viên/ngày trong 2-3 ngày. Trẻ em 50-60mg/kg/ngày trong 3 ngày.

Amip gan: Người lớn và trẻ em tuỳ tình trạng.

Cách dùng: Uống trước sau ăn, tránh quên hoặc uống quá liều, tham khảo bác sỹ khi cần.",thuoc khang sinh
"Hướng dẫn liều lượng và cách dùng thuốc Tinidazol:

Luôn sử dụng đúng liều theo đơn.

Dự phòng sau phẫu thuật: Người lớn uống 4 viên trước phẫu thuật 12h.

Nhiễm khuẩn kỵ khí: Người lớn ngày đầu 4 viên, sau đó 2 viên/ngày hoặc 1 viên 2 lần/ngày trong 5-6 ngày.

Viêm âm đạo không đặc hiệu: Người lớn 4 viên/lần hoặc 8 viên chia 2 lần/2 ngày.

Viêm loét lợi cấp: Người lớn 4 viên/lần.

Nhiễm Trichomonas: Người lớn 4 viên/lần, điều trị cả bạn tình. Trẻ em 50-70mg/kg/lần.

Nhiễm Giardia: Người lớn 4 viên/lần. Trẻ em 50-75mg/kg/lần.

Nhiễm amip ruột: Người lớn 4 viên/ngày trong 2-3 ngày. Trẻ em 50-60mg/kg/ngày trong 3 ngày.

Amip gan: Người lớn và trẻ em tuỳ tình trạng.

Cách dùng: Uống trước sau ăn, tránh quên hoặc dùng quá liều, tham khảo bác sĩ khi cần",thuoc khang sinh
"Thành phần mỗi viên nén giảm đau:

Hoạt chất: Paracetamol 650mg

Các tá dược:

Tinh bột ngô,

Povidone K30,

Natri starch glycolat A,

Natri lauryl sulfat,

Magnesi stearat,

Hypromellose 2910,

Macrogol 400,

Propylen glycol,

Talc,

Titan dioxyd.",thuoc giam dau
"Paracetamol được sử dụng để:

Hạ sốt.

Làm giảm các cơn đau như:

Đau đầu nhẹ đến vừa.

Đau cơ thông thường.

Đau do cảm cúm hay cảm lạnh.

Đau lưng.

Đau răng.

Đau nhẹ do viêm khớp.

Đau do hành kinh.",thuoc giam dau
"Hướng dẫn liều lượng paracetamol:

Người lớn và trẻ em trên 12 tuổi:
Uống 1 viên mỗi lần, khoảng cách giữa các lần uống thuốc từ 4-6 giờ, không quá 6 viên/ngày.

Trẻ em từ 6 đến 12 tuổi:
Uống 1/2 viên mỗi lần, khoảng cách giữa các lần uống thuốc từ 4-6 giờ, không quá 3 viên/ngày.

Lưu ý tuân thủ đúng liều lượng theo độ tuổi và giới hạn tối đa viên uống/ngày để đảm bảo an toàn.",thuoc giam dau
"Hướng dẫn liều dùng paracetamol:

Đối với người lớn và trẻ em trên 12 tuổi:
Uống 1 viên mỗi lần, khoảng cách giữa các lần uống từ 4-6 giờ, không quá 6 viên/ngày.

Đối với trẻ em từ 6 đến 12 tuổi:
Uống 1/2 viên mỗi lần, khoảng cách giữa các lần uống từ 4-6 giờ, không quá 3 viên/ngày.

Lưu ý tuân thủ đúng liều lượng theo độ tuổi của trẻ và không vượt quá số viên cho phép/ngày để đảm bảo an toàn khi sử dụng thuốc.",thuoc giam dau
"Thành phần mỗi viên nén sủi bọt giảm đau:

Hoạt chất: Paracetamol 500mg

Các tá dược:

Acid citric khan,

Natri carbonat khan,

Natri hydrogen carbonat,

Sorbitol,

Natri saccharin,

Natri docusat,

Povidon,

Natri benzoat

Ở lượng phù hợp để tạo thành một viên nén sủi bọt.",thuoc giam dau
"Paracetamol được sử dụng để điều trị:

Đau đầu.

Các triệu chứng cảm cúm như sốt, đau cơ.

Đau răng.

Đau, nhức mỏi cơ xương khớp.

Đau bụng kinh.",thuoc giam dau
"paracetamol dùng để giảm đau và hạ sốt trong các trường hợp như: đau đầu, cảm cúm, cảm lạnh, đau răng, đau cơ xương khớp, đau bụng kinh. Đây là các chứng đau và sốt thường gặp mà paracetamol có công dụng giảm triệu chứng.",thuoc giam dau
"Hướng dẫn sử dụng paracetamol:

Dùng đường uống, hòa tan viên thuốc trong ly nước lớn rồi uống.

Khi trẻ sốt trên 38,5 độ C:

Cởi bớt quần áo trẻ.

Cho trẻ uống nhiều nước.

Tránh để trẻ ở nơi quá nóng.

Nếu cần, tắm bằng nước ấm hơn 2 độ C so với thân nhiệt trẻ.

Thời gian điều trị:
Đau: tối đa 5 ngày.

Sốt: tối đa 3 ngày.

Nếu triệu chứng kéo dài hoặc trở nặng hơn phải hỏi ý kiến bác sĩ/dược sĩ trước khi tiếp tục dùng.
Lưu ý sử dụng đúng cách, không tự ý kéo dài thời gian điều trị.",thuoc giam dau
"Hướng dẫn sử dụng thuốc paracetamol:

Dùng đường uống bằng cách hòa tan viên thuốc trong ly nước rồi uống.

Khi trẻ sốt trên 38,5 độ C:

Cởi bớt quần áo cho trẻ thoáng mát.

Cho trẻ uống đủ nước.

Tránh để trẻ ở nhiệt độ quá cao.

Nếu cần, tắm ấm hơn 2 độ C so với nhiệt độ cơ thể trẻ.

Thời gian điều trị khuyến cáo:
Đau: không quá 5 ngày.

Sốt: không quá 3 ngày.

Nếu triệu chứng kéo dài hoặc trở nặng hơn cần hỏi ý kiến bác sĩ/dược sĩ.
Lưu ý sử dụng đúng hướng dẫn, không tự ý kéo dài thời gian điều trị.",thuoc giam dau
"Thành phần mỗi viên nén paracetamol 500mg:

Hoạt chất: Paracetamol 500mg

Các tá dược:

Tinh bột pregelatinized

Natri croscarmellose

Silicon dioxid

Povidon K30

Magnesi stearat

HPMC

PEG",thuoc giam dau
"mỗi viên nén chứa hoạt chất paracetamol 500mg cùng các tá dược phục vụ cho dạng bào chế viên nén như: tinh bột pregelatinized, natri croscarmellose, silicon dioxid, povidon K30, magnesi stearat, HPMC, PEG.",thuoc giam dau
"Paracetamol được sử dụng để:

Điều trị các triệu chứng đau nhẹ đến vừa như:
Đau đầu,

Đau răng,

Đau bụng kinh,

Đau do thoái hóa khớp,

Nhức mỏi cơ,

Triệu chứng cảm cúm.

Hạ sốt trong trường hợp:
Sốt do nhiễm cảm cúm,

Sốt do nhiễm trùng đường hô hấp.",thuoc giam dau
"Hướng dẫn sử dụng thuốc PARALMAX:

Dùng đường uống, không cần lưu ý khi sử dụng cùng bữa ăn.

Đối với người lớn và trẻ em từ 12 tuổi trở lên:

Uống 1-2 viên mỗi lần, cách nhau 4-6 giờ, tối đa 8 viên/ngày.

Đối với trẻ em từ 6-12 tuổi:
Uống 1/2-1 viên mỗi lần, cách nhau 4-6 giờ, tối đa 4 viên/ngày.

Đối với trẻ em dưới 6 tuổi:
Sử dụng các dạng bào chế thuốc phù hợp hơn.

Lưu ý sử dụng đúng liều lượng theo độ tuổi để đảm bảo an toàn.",thuoc giam dau
"Thành phần mỗi viên Panadol Cảm Cúm:

Hoạt chất:
Paracetamol 500mg,

Caffeine 25mg,

Phenylephrine hydrochloride 5mg.

Các tá dược:
Bột ngô,

Bột tinh bột pre-gelatinised,

Povidone,

Màu Sunset yellow châu Âu,

Sodium lauryl sulfate,

Potassium sorbate,

Stearic acid,

Talc,

Cellulose vi tinh,

Hydroxypropyl methylcellulose,

Polyethylene glycol,

Titanium dioxide,

Màu hồng đỏ quinoline (El 04),

Màu hồng đỏ aluminum Sunset (E110).",thuoc giam dau
"Panadol Cảm cúm giúp làm giảm các triệu chứng của bệnh cảm cúm như:

Hạ sốt trong trường hợp sốt do cảm cúm.

Giảm đau khi mắc các bệnh lý đường hô hấp như cảm cúm, cảm lạnh.

Giảm tình trạng xung huyết mũi khi bị cảm cúm.",thuoc giam dau
"Panadol Cảm cúm có tác dụng làm giảm các triệu chứng phổ biến của bệnh cảm cúm như sốt, đau và xung huyết đường hô hấp thông qua các hoạt chất chống viêm, hạ sốt và chống xung huyết.",thuoc giam dau
"Hướng dẫn sử dụng Panadol Cảm Cúm:

Chỉ sử dụng đường uống, không dùng cách nào khác.

Không được dùng quá liều chỉ định.

Nên dùng liều thấp nhất để có hiệu quả.

Người lớn và trẻ từ 12 tuổi:

Uống 1-2 viên mỗi lần, tối đa 4 lần/ngày. Liều cao nhất 8 viên/24h. Cách nhau ít nhất 4 giờ.

Tối đa dùng liên tục 7 ngày mà không hỏi ý kiến bác sĩ.

Không khuyến cáo sử dụng cho trẻ em dưới 12 tuổi.",thuoc giam dau
"Hướng dẫn sử dụng Panadol Cảm Cúm:

Chỉ dùng đường uống, không dùng cách khác.

Không vượt quá liều lượng khuyến cáo.

Sử dụng liều thấp nhất có thể để đạt hiệu quả.

Đối với người lớn và trẻ từ 12 tuổi:

Uống 1-2 viên mỗi lần, tối đa 4 lần/ngày. Liều tối đa là 8 viên trong vòng 24h. Khoảng cách các lần dùng ít nhất 4 giờ.

Tối đa sử dụng liên tục trong 7 ngày mà không hỏi ý kiến bác sĩ.

Không khuyến cáo dùng cho trẻ em dưới 12 tuổi.",thuoc giam dau
"Thành phần viên nén Paracetamol 500mg:

Hoạt chất: Paracetamol 500mg

Các tá dược:

Cellulose vi tinh

Tinh bột natri glycolat

Povidon K90

Magnesi stearat",thuoc giam dau
"mỗi viên nén Paracetamol 500mg chứa hoạt chất là Paracetamol với liều 500mg cùng các tá dược như cellulose vi tinh, tinh bột natri glycolat, povidon K90, magnesi stearat giúp viên nén có độ hình dạng và ổn định trong quá trình sản xuất, bảo quản.",thuoc giam dau
"Paracetamol 500mg được sử dụng để:

Điều trị các cơn đau nhẹ đến vừa, hạ sốt tạm thời.

Đặc biệt khi bệnh nhân bị chống chỉ định hoặc không dung nạp thuốc salicylat.

Có hiệu quả trị các cơn đau nhẹ không do nguyên nhân từ bên trong cơ quan nội tạng.

Ví dụ như đau đầu, đau răng, đau cơ xương khớp, đau do nhiễm cảm cúm, cảm lạnh...",thuoc giam dau
"paracetamol 500mg phù hợp sử dụng cho trường hợp đau, sốt ở mức độ nhẹ đến vừa, đặc biệt là khi bệnh nhân bị chống chỉ định salicylat hoặc đau ngoài do yếu tố ngoại lực gây nên.",thuoc giam dau
"Hướng dẫn sử dụng paracetamol:

Chỉ dùng đường uống, không dùng cách khác.

Không vượt quá liều lượng khuyến cáo.

Dùng liều thấp nhất có thể để đạt hiệu quả.

Người lớn, trẻ từ 12 tuổi:

Uống 1-2 viên/lần, tối đa 4 lần/ngày. Liều cao nhất là 8 viên/24h. Khoảng cách mỗi lần uống là 4 giờ.

Tối đa sử dụng 7 ngày liên tục mà không hỏi ý kiến bác sĩ.

Không khuyến cáo dùng cho trẻ dưới 12 tuổi.",thuoc giam dau
"Hướng dẫn sử dụng Paracetamol:

Chỉ sử dụng đường uống, không dùng cách khác.

Không vượt quá liều lượng khuyến cáo.

Sử dụng liều thấp nhất có thể để đạt hiệu quả.

Đối với người lớn và trẻ từ 12 tuổi:

Uống 1-2 viên/lần, tối đa 4 lần/ngày. Liều cao nhất là 8 viên/24h. Khoảng cách mỗi lần uống là 4 giờ.

Tối đa sử dụng liên tục 7 ngày mà không hỏi ý kiến bác sĩ.

Không khuyến cáo sử dụng cho trẻ em dưới 12 tuổi.",thuoc giam dau
"Thành phần của viên thuốc giảm đau Paracetamol 250mg:

Hoạt chất: Paracetamol 250mg

Các tá dược:

Axit xitric

Mannitol

Đường trắng

Aspartame

Natri hydrocarbonat

PVP K30

Màu Sunset Yellow

Bột hương cam vừa đủ cho 1 gói viên.",thuoc giam dau
"mỗi viên thuốc giảm đau Paracetamol 250mg chứa hoạt chất Paracetamol 250mg cùng với các chất phụ gia trên nhằm mục đích giúp viên thuốc ổn định hơn khi sản xuất, bảo quản và tăng tính thẩm mỹ khi sử dụng.",thuoc giam dau
"Paracetamol 250mg có thể sử dụng để:

Hạ sốt nhẹ cho trẻ trong các trường hợp bị cảm, cúm, sốt xuất huyết.

Giảm đau khi trẻ bị nhiễm khuẩn nhẹ, nhiễm siêu vi.

Giảm đau răng khi trẻ đang mọc răng.

Giảm đau và hạ sốt cho trẻ sau khi tiêm chủng hoặc phẫu thuật nhỏ.",thuoc giam dau
"Paracetamol 250mg phù hợp sử dụng cho trẻ em để giảm các cơn đau, hạ sốt nhẹ trong nhiều tình trạng bệnh lý thường gặp ở trẻ như cảm cúm, nhiễm khuẩn, sau tiêm chủng, phẫu thuật... giúp trẻ cảm thấy thoải mái hơn.",thuoc giam dau
"Hướng dẫn sử dụng Paracetamol dạng hỗn dịch cho trẻ:

Hòa tan nội dung gói vào lượng nước vừa đủ cho trẻ uống.

Cách nhau ít nhất 6 giờ mới uống một lần, tối đa 5 lần/ngày.

Liều uống trung bình từ 10-15mg/kg cân nặng/lần.

Liều tổng cộng trong 24h không quá 60mg/kg cân nặng.

Hoặc theo phân liều:

Trẻ 4-6 tuổi: uống 1 gói/lần.
Cũng có thể tham khảo ý kiến bác sĩ để điều chỉnh liều phù hợp.",thuoc giam dau
"Thành phần mỗi viên nén bao phim Glotadol Power:

Hoạt chất:
Paracetamol 650mg

Cafein 65mg

Các tá dược:
Natri starch glycolat A

Tinh bột ngô

Natri lauryl sulfat

Povidon K30

Silic dioxyd

Talc

Magnesi stearat

Hypromellose 2910

Macrogol 400

Propylen glycol

Titan dioxyd",thuoc giam dau
"Glotadol Power có thể sử dụng để:

Giảm các cơn đau mạnh như đau đầu, đau nửa đầu, đau răng, đau họng do cảm lạnh, cảm cúm.

Giảm đau lưng, đau bụng kinh, đau sau khi nhổ răng hoặc tiêm vaccine.

Giảm cơn đau dây thần kinh, đau do viêm khớp, viêm xoang, đau cơ xương.

Hạ sốt nhanh chóng và hiệu quả.",thuoc giam dau
Glotadol Power phù hợp sử dụng để giảm các cơn đau mạnh ở các bộ phận khác nhau cũng như hạ sốt nhanh chóng khi cần thiết.,thuoc giam dau
"Hướng dẫn sử dụng Glotadol Power:

Đối với người lớn và trẻ em từ 12 tuổi trở lên:
Uống 1 viên mỗi lần, khoảng cách giữa 2 lần uống là 4-6 giờ. Không dùng quá 6 viên trong vòng 24 giờ.

Nên uống thuốc trong bữa ăn hoặc sau khi ăn.
Lưu ý:

Chỉ sử dụng theo hướng dẫn.
Không tự ý tăng hoặc giảm liều.
Đảm bảo khoảng cách thời gian giữa các lần dùng.
Không quá liều quy định là 6 viên/24h.",thuoc giam dau
"Hướng dẫn sử dụng Glotadol Power:

Đối với người lớn và trẻ em từ 12 tuổi trở lên:
Uống 1 viên mỗi lần, khoảng cách giữa hai lần dùng là 4-6 giờ. Tổng số viên không quá 6 viên/24 giờ.

Nên uống thuốc trong bữa ăn hoặc sau khi ăn.

Chỉ dùng theo đúng hướng dẫn. Không tự ý thay đổi liều lượng.

Đảm bảo khoảng cách thời gian 4-6 giờ giữa các lần dùng.

Tổng số viên uống trong 24h không vượt quá 6 viên.

Lưu ý sử dụng đúng để đạt hiệu quả giảm đau, hạ sốt mà vẫn đảm bảo an toàn.",thuoc giam dau
"Hoạt chất: Paracetamol 150mg

Các tá dược bao gồm:

Axit xitric khô

Mannitol

Đường trắng

Aspartame

Natri hydrocarbonat

PVP K30

Màu Sunset Yellow

Bột hương cam vừa đủ trong một gói.",thuoc giam dau
"Thuốc giảm đau Paracetamol 150mg có thể sử dụng để:

Hạ sốt nhẹ cho trẻ trong trường hợp mắc các bệnh cảm cúm, sốt xuất huyết, nhiễm khuẩn nhẹ hoặc nhiễm siêu vi.

Giảm đau khi trẻ đang mọc răng.

Giảm đau và hạ sốt cho trẻ sau tiêm chủng hoặc phẫu thuật nhỏ.

Hỗ trợ giảm cơn đau ở trẻ trong một số trường hợp bệnh lý thông thường như cảm cúm, nhiễm khuẩn, sau tiêm chủng, phẫu thuật nhẹ...",thuoc giam dau
"Paracetamol 150mg phù hợp sử dụng để làm giảm cơn sốt, đau nhẹ ở trẻ trong nhiều tình huống bệnh lý thường gặp.",thuoc giam dau
"Hướng dẫn sử dụng Paracetamol 150mg dạng siro cho trẻ:

Hòa tan nội dung gói vào lượng nước vừa đủ cho trẻ uống.

Cách nhau ít nhất 6 giờ mới uống một lần, tối đa 5 lần/ngày.

Liều uống trung bình 10-15mg/kg cân nặng/lần.

Liều tổng cộng trong 24h không quá 60mg/kg cân nặng.

Trẻ 1-3 tuổi: uống 1 gói/lần.

Tham khảo ý kiến bác sĩ khi có dấu hiệu: sốt cao trên 39.5°C kéo dài 3 ngày, đau kéo dài trên 5 ngày hoặc xuất hiện triệu chứng mới.

Không tự ý kéo dài thời gian sử dụng mà cần tham khảo bác sĩ.",thuoc giam dau
"Hướng dẫn sử dụng Paracetamol 150mg dạng siro cho trẻ:

Hòa tan nội dung gói vào lượng nước vừa phải cho trẻ uống.

Cách nhau ít nhất 6 giờ mới cho trẻ uống một lần, tối đa 5 lần/ngày.

Liều trung bình là 10-15mg/kg cân nặng mỗi lần.

Tổng liều trong 24h không quá 60mg/kg cân nặng.

Trẻ từ 1-3 tuổi uống 1 gói/lần.

Thông báo ngay cho bác sĩ khi trẻ sốt cao trên 39,5 độ C kéo dài 3 ngày, đau nhiều hoặc kéo dài trên 5 ngày hoặc có dấu hiệu bất thường mới.

Không tự ý kéo dài thời gian sử dụng mà cần hỏi ý kiến bác sĩ.",thuoc giam dau
"Hoạt chất: Paracetamol 325mg

Các tá dược:

Tinh bột biến tính

Tinh bột mì

PVP K30

Natri benzoat

Sodium starch glycolat

Magnesi stearat

Talc

Aerosil

Màu cam E110

Bột hương cam",thuoc giam dau
"Thuốc Paracetamol 325mg được sử dụng để:

Điều trị cơn đau ở các bệnh:
Đau đầu, đau nửa đầu.

Đau răng, đau họng do cảm cúm.

Đau nhức cơ xương.

Đau do viêm khớp.

Đau sau khi tiêm ngừa hoặc nhổ răng.

Hạ sốt cho bệnh nhân bị cảm hoặc các bệnh khác gây sốt.",thuoc giam dau
"Hướng dẫn sử dụng thuốc Paracetamol 325mg:

Uống 1 lần/6 giờ.

Trẻ 6-12 tuổi: uống 1 viên/lần.

Người lớn và trẻ trên 12 tuổi: uống 1 1/2 viên/lần.

Tuân theo hướng dẫn của bác sĩ.

Lưu ý:

Trẻ em uống tối đa 5 lần/ngày.

Không kéo dài tự uống thuốc mà thông báo ngay cho bác sĩ khi:

Xuất hiện triệu chứng mới.

Sốt cao trên 39,5 độ C kéo dài hơn 3 ngày hoặc tái phát.

Đau kéo dài trên 5 ngày.",thuoc giam dau
"Hướng dẫn sử dụng thuốc Paracetamol 325mg:

Uống 1 lần mỗi 6 giờ.

Trẻ em từ 6-12 tuổi: uống 1 viên/lần.

Người lớn và trẻ trên 12 tuổi: uống 1 1/2 viên/lần.

Tuân theo chỉ dẫn của bác sĩ.

Lưu ý:

Đối với trẻ em, tối đa 5 lần dùng thuốc/ngày.

Không tự ý kéo dài thời gian dùng thuốc mà thông báo ngay cho bác sĩ khi:

Xuất hiện triệu chứng mới.

Trẻ sốt cao trên 39,5 độ C kéo dài hơn 3 ngày hoặc tái phát.

Đau kéo dài trên 5 ngày.",thuoc giam dau
"Mỗi viên thuốc bao phim chứa:
Hoạt chất: Paracetamol 500mg, Cafein 65mg

Các tá dược:

Avicel

Prejel

Kollidon K30

Primellose

Magnesi stearat

HPMC 615

HPMC 606

PEG 6000

Titan dioxyd",thuoc giam dau
"Hướng dẫn sử dụng thuốc PARALMAX EXTRA:

Dùng đường uống, uống với nước.

Có thể uống cùng hoặc không cùng bữa ăn.

Khoảng thời gian giữa các lần dùng là 4-6 giờ.

Không dùng quá 10 ngày để điều trị đau cá nhân, trừ khi bác sĩ chỉ định.

Không dùng cho người sốt cao trên 39,5 độ C, sốt kéo dài trên 3 ngày hoặc tái phát.

Liều dùng:

Người lớn & trẻ trên 12 tuổi: Mỗi lần 1-2 viên, 2-3 lần/ngày, tối đa 8 viên/ngày.

Tuân theo hướng dẫn của bác sĩ khi cần. Không tự ý dùng quá liều hoặc thời gian quy định.",thuoc giam dau
"Hướng dẫn sử dụng thuốc PARALMAX EXTRA:

Dùng đường uống, uống với nước.

Có thể uống cùng hoặc không cùng bữa ăn.

Khoảng thời gian giữa 2 lần dùng là 4-6 giờ.

Không tự ý dùng quá 10 ngày để điều trị đau, trừ phi bác sĩ chỉ định.

Không dùng khi bệnh nhân sốt cao trên 39,5 độ C, sốt kéo dài trên 3 ngày hoặc tái phát.

Liều dùng:

Người lớn, trẻ trên 12 tuổi: Mỗi lần 1-2 viên, 2-3 lần/ngày, tối đa 8 viên/ngày.

Tuân theo hướng dẫn của bác sĩ. Không tự ý thay đổi liều lượng hoặc thời gian sử dụng.",thuoc giam dau
"Hoạt chất: Paracetamol 650mg

Các tá dược trong 1 viên thuốc:

Tinh bột mì

Tinh bột biến tính

Magnesi stearat

Sodium starch glycolat

Talc

Aerosil

Bột hương dâu

PVP K30

Natri benzoat",thuoc giam dau
"Thuốc Paracetamol 650mg được sử dụng để:

Điều trị triệu chứng đau ở các bệnh:
Đau đầu, đau nửa đầu

Đau răng, đau họng do cảm cúm

Đau nhức cơ xương

Đau do viêm khớp

Đau sau tiêm ngừa hoặc nhổ răng.

Hạ sốt cho bệnh nhân mắc các bệnh gây sốt như cảm hoặc các bệnh có liên quan khác.",thuoc giam dau
"Hướng dẫn sử dụng thuốc Paracetamol 650mg:

Khoảng cách giữa 2 lần uống phải trên 4 giờ, tối đa 6 viên/ngày.

Người lớn và trẻ trên 12 tuổi: uống 1 viên/lần.

Không tự ý dùng liên tục quá 3 ngày để hạ sốt hoặc 10 ngày để giảm đau.

Tuân theo hướng dẫn của bác sĩ.

Lưu ý:

Liều tối đa trong 24h là 4g, khoảng cách giữa 2 lần uống phải trên 4 giờ.

Không kéo dài tự điều trị mà thông báo ngay cho bác sĩ khi:

Xuất hiện triệu chứng mới.
Sốt cao trên 39,5 độ C kéo dài trên 3 ngày hoặc tái phát.
Đau kéo dài trên 5 ngày.",thuoc giam dau
"Khoảng cách giữa 2 lần uống phải trên 4 giờ, không quá 6 viên/ngày.

Người lớn và trẻ trên 12 tuổi: uống 1 viên/lần.

Không tự ý dùng liên tục quá 3 ngày để hạ sốt hoặc 10 ngày để giảm đau.

Tuân theo hướng dẫn của bác sĩ.

Lưu ý:

Liều tối đa trong 24h là 4g, khoảng cách giữa 2 lần uống phải trên 4 giờ.

Không kéo dài tự điều trị mà báo ngay cho bác sĩ khi có:

Xuất hiện triệu chứng mới.
Sốt cao trên 39,5 độ C kéo dài trên 3 ngày hoặc tái phát.
Đau kéo dài trên 5 ngày.",thuoc giam dau
"Mỗi viên thuốc nén bao phim chứa:
Hoạt chất:
Paracetamol 500mg
Caffeine 65mg
Các tá dược:
Starch pregelatinized
Povidone
Calcium carbonate
Crospovidone
Sodium methyl parahydroxybenzoate (E219)
Sodium ethyl parahydroxybenzoate (E215)
Sodium propyl parahydroxybenzoate (E217)
Alginic acid
Magnesium stearate
Opadry white YS-1-7003
Carnauba wax",thuoc giam dau
"Thuốc Panadol Extra with Optizorb chứa:

Paracetamol là chất hạ sốt, giảm đau.

Caffeine tăng cường tác dụng giảm đau của paracetamol.

Thuốc có công dụng:

Điều trị đau nhẹ đến vừa và hạ sốt bao gồm:
Đau đầu, đau nửa đầu.

Đau cơ, đau bụng kinh.

Đau họng.

Đau cơ xương.

Hạ sốt.

Đau sau tiêm vắc xin, nhổ răng hoặc thủ thuật nha khoa.

Đau răng.

Đau do viêm xương khớp.",thuoc giam dau
"Người lớn (kể cả cao niên) và trẻ từ 12 tuổi trở lên:
Chỉ sử dụng đường uống.

Liều thông thường từ 500mg paracetamol/65mg caffeine đến 1000mg paracetamol/130mg caffeine, mỗi 4-6 giờ khi cần.

Liều tối đa/ngày: 4000mg paracetamol/520mg caffeine.

Không dùng quá liều chỉ định. Dùng liều thấp nhất cần thiết.

Khoảng cách giữa 2 lần dùng ít nhất 4 giờ.

Trẻ em dưới 12 tuổi: Không khuyến cáo dùng thuốc này.",thuoc giam dau
